,mark,review_text,date
465,1," возможно пару лет лучше, не отдыхал семьёй, жена сын 3,5г. сначало южной косе п. мирный 2 сут самой поповке 5сут. правило поповка это не место сервис развлечения(( ооочень разочаровало первых это бешенные цены абсолютно всё!!! это ужас то!!!сервис отсутствует, отношение людям никакое😒 единственное могу выделить это кафе татарский дворик цена качество супер, людей очень всегда. приспособились ещё одном кафе отеле парус около пляжа. вкусно, чисто немного подороже,но порции хорошие, видно персонал старается. целом отдых 5 дней поповке могу сказать следующее морем пляжем очень повезло))) вода песок супер, ветер надоедал особенно днём, вода дня тёплая остальные просто жесть это августе начале! вопрос вернулся туда? наверное да,чем нет!!! здешних цен всюду сервиса крайне не хотелось бы. жильё очень дорогое, хотите комфорт это минимум 4-5 тыс. дороги никакие симферополя очень долго добираться, пробки бешенные асфальт разбитый местами. самое интересное пробки например шлагбаума светофора. ещё,если собираетесь z.city,то не вздумайте ложить деньги карту,там всё ооочень дорого обманывают возвратом! очень мало отелей бассейном каким то, надеюсь недалёком будущем понастроят качественных отелей не мало строиться, цена приемлемая не щас 12 тыс питанием. ", 10 сентября 2021
466,1," евпатории не поедем мною забронирован объект курортный квартал евпатории букинг 23 30 августа. внесена предоплата 8000 рублей. прибытии заселили жильё другому адресу, дом не соответствовал фото букинг. доме не работали телевизоры, паутины, спальные места не надлежащего качества, матрасы подушки не пригодны сна, детский горшок запросу не предоставили. коме оставлены грязные чужие вещи, не санитайзеров, туалетной бумаги, мыла. посредник попросил сделать отмену бронирования далее самостоятельно её отменил, якобы семьёй проживала одни сутки. самом деле данное жильё снимали 23 августа 01 сентября заплатили 72000 рублей. выезда не смогла оставить отзыв объекту, чём сообщила посреднику. вопрос почему не могу оставить отзыв свой адрес получила оскорбления ругань. не бронируйте дома евпатории букинг, одним домом адресом скрывается куча объектов размещения, заселят оказаться неприятным сюрпризом. вообще евпатория не рассчитана возвращение туриста, езжайте поповку, хотя море прозрачное, чистое никто головах сидеть не городском пляже евпатории ", 02 сентября 2021
467,4," экскурсия бахчисарай экскурсия бахчисарай алушты ооо турград . изначально впечатление испортило отношение организации экскурсии. продали билет экскурсию ребёнком конкретными местами автобусе, соответствии билетом ребёнок должны сидеть рядом. итоге таких мест автобусе не оказалось. ребёнком пришлось сесть раздельно. мою просьбу решить проблему посадкой, ребёнок 8 лет сидели рядом, гид проигнорировала, посоветовав решить проблему самостоятельно. обещается одно, результате получается обратное. сама экскурсия построена бестолково. сути достопримечательности показаны поверхностно, издалека. одним мест экскурсии обозначен мангуп ( гора, которой находится средневековый город-крепость). итоге привезли остановку, которой находилось искусственное озеро, вдалеке которого виднелась гора мангуп. простояли остановкой 30 минут, послушали экскурсовода уехали. далее успенский монастырь. результате монастырь экскурсовод рассказывала подножия горы, которой располагается. почему-то местом рассказа экскурсовод выбрала место, туристы выкидывают мусор. рассказ занял 20-30 минут. поднявшись монастырю, экскурсовод выделила время самостоятельный осмотр достопримечательностей 35 минут, сказав, туристам не нужно времени, поскольку ходить никуда особо не надо. не смотря то, месте также располагается город-крепость, красивые виды горы природу. общем не понравилась организация экскурсии. места посещать самостоятельно. ", 24 августа 2021
468,1," незаконные парковки зазывалы экскурсии очень хотели посетить это место, - навязчивого сервиса агрессивного поведения зазывал экскурсию, плюнули, уехали. началось развода парковку поворота (имейте виду, машину оставить платной парковке рядом!! нижней станцией кд) нашли место, бесплатно оставить машину, нам подошёл человек, которого не взяли экскурсию сказал, можем отсюда уехать спущенных колёсах 🤦‍♀️ отогнали её подальше пошли станции кд. пути посмотрели весь бардак (все носятся, раненые цепляются тебя). решили, не пошли обратно машине, проходя мимо зазывал которыми не сложилось услышали след русские, фашисты .. чему, конечно??)) видимо - крышует барак, хочется верить, это не администрация кд ай-петри! это единственное место крыму, столкнулись таким отношением( верю, парни найдут достойный способ заработка🙏 ", 21 августа 2021
469,8," отдых прекрасным: пляж золотые пески отель станица обслуживание экскурсии. 9 дней, которые провела феодосии, полном восторге. но!!! последок не обошлось ложки дегтя : 2 дня вылета аэропорта симферополя позвонила местную службу такси (она одна официальная) вопросом сколько стоить поездка аэропорта? ответили , 1400.00. день вылета звоню тому телефону службу (в которую звонила 2-мя днями раньше) прошу отвезти отеля станицы аэропорта симферополя. заявляется цена 3200 руб. тоном не терпящим никаких моих возражений счётчику всё оплачу. подъезжает машина рено мужчина возрастом около 47-48 лет бодро выскакивает машина задаёт вопрос: аэропорт? отвечаю: да! озвучивается вопрос водителем: сказали, сколько нужно заплатить? . честно говоря несколько опешила предложила оплатить всё счётчику, который официальных водителей такси должен быть. мужчина менее бравым голосом сказал либо отвезёт 3200.00 (которые озвучены оператором моём звонке местную службу такси) либо не повезет вообще. естественно отказалась: очень смахивает какой-то криминал предварительному сговору. так, уважаемые отдыхающие феодосии местной службой такси будьте аккуратны ( ходу работают интересные люди ). хотя передвижения г.феодосии пользовалась такси организации криминального подозрительного не заметила. ", 11 августа 2021
470,8," крым прекрасен, местных - кошелек ножках приезжаем судак 5й раз. машины крыму, конечно, не очень отдыхать. экскурсии толпами отдыхающих не любим. ездим автобусах новый свет, солнечную долину, коктебель. гуляли генуэзской крепости, алчак ай-георгий. новый свет тропа голицына - невероятно красивые места ( ехать 15 минут автобусе кипарисовой аллеи ). плане судак интересен - сходить. центр - кипарисовая аллея набережная, самое тусовочное место. вечером - не протолкнуться. музыка, кафе прочее. фрукты, вино, сыры! пляж, конечно, грязноват - это человеческий фактор. едят, курят, пьют пользуются гигиеническими средствами - последствия песке море ( особенно шторм ). подальше - море чистое.крым прекрасен, природа шикарная. очень хотелось объездить машине. мужа военного пускали границу - едва поехали сюда. стоимость отдыха не соответствует уровню, турции тае отдыхать точно не дороже. 90-е годы время остановилось. каждый год омрачает наглость южан. наглость, хамство лень - основные черты многих местных жителей. постоянно забывают досдать сдачу путают цены свои продукты ( конечно, не вашу пользу ). всеми любимые самосы покупать не будем) очень вкусные пирожки начинкой 150р штуку. увидели привозят))))) жигуленке, копейке стоит пластиковая корзинка - грязном багажнике, просто навалены кучей самосы( снизу не подстелена бумага ткань, сверху ). хлопцы подбегают, грязными руками перекидывают свои корзинки - бегом пляж. набережной спросила одного, самосы привозят, грязном багажнике дряхлой машины? это крым улыбнулся. таких историй. вишенкой торте оказалось такси. хочется предупредить - аэропорта уедете небольшой цене, аэропорт вами будут крутить хотят ( не можете позволить опоздать самолет? ). цены сайте абсолютно не соответствуют действительности. какие аргументы приводят? это зимние цены , народу много, машины заняты , остался комфорт, цене , ночной рейс стоит дороже , девушка, хотите - это маркетинговый ход, делают ...заказали судак-такси, заполнив форму почте. пришло подтверждение - заказ сделан, такси эконом 2000 ( не обещанные 1700, да ладно, мелочь ), накануне свяжемся вами. такси 3 ночи. 23.00 тихо...звоню - да, порядке, заказ 2500 времени...2000?? это диспетчер ошибся . читала отзывы понимаю, 3 ночи сумма вырасти 2 раза. хорошо, заранее заказала такси хозяина гостевого дома. это крым))) машине любите природу крыма - это мелочи. закрыть глаза то, - кошелек ножках хотят максимально выжать забыть. главное, понимать это воспринимать данность) ", 29 июля 2021
471,1," крым ради природы будешь пенсии ехать крым природой хорошим морем развлечений неё стоимость нормальных номеров доходят каких не обьяснимых цифр. пример приехали коктебель ребенком кругом грязь пыль недострои каждом шагу ищем номер нам нужен именно басейном ребенком цены такие номера 2700 детьми не хотят пускать бред ок, снимаем номер развлечений ребенка басеин море. говорят моря ещё надо. вообщем проехались феодосии поняли интересно людям возрасте природа археологические объекты музеи все. отношение приезжим стороны хозяев гостиниц прямо сказать такое сразу хочется развернуться уехать . связь мтс нужен интернет подключайте доп.опцию пакет домашний. принимают наличку карту мир. ладно машине развернулись уехали. крайне не рекомендую ехать туда людям детьми ловить нечего кроме природы. ощущение попадаешь советский союз кругом разруха. местные житель не понимают хотят нормальной прибыли вкладывать свой бизнес нужно не сдавать халупы ценам отелей. нормального жилья мало очень дорого либо занято. ", 24 июля 2021
472,10," судак лучший! читаю комментарии недовольных смеюсь, удивляюсь, поражаюсь да там, пугаюсь очень! ездил судак впервые лет 5-6 назад, моё первое морское путешествие. готовился тому, придётся бабки ветру пускать, но! жильё отличное 1600 сутки (2 чел) позавтракать столовой 150 250 двоих-шикарно. ели столовой ( птамушта дёшево ) море чистое, тёплое, развлечений куча, ночное движение набережной самое топовое россии, древние места, природа! минусы такие, связь, банк весь полуостров, это никак не портит впечатления слова совсем! нет казаков постоянных надзирателей, чувствуешь свободным, полноценном отдыхе! быдла нет, расеянских курортах ( исправлюсь, моста начали наши всё большие приезжать , очень пугает, лет 5 судак станет очередным адлером!( подытожу: судак отличный город, шероховатостями из-за санкций, которые не сказываются отдыхе ровным счётом никак) свобода чувствуется воздухе, цены моём городе выше)) это другая страна ( лично мои ощушения) не россии!) не пожалеете, это незабываемо! ", 17 июля 2021
473,3," чудовищное отношение гк новый свет отдыхающим (многолетним клиентам) году жена поехали крым пос.новый свет 23-й раз, проживание планировалось 12-22 июня гк новый свет. ездим начала 80-х. 2014 г приезжаем каждый год. заселении карточку гостя штамп поставили особый гость! заселении 12 июня ресепшн подтвердили возможность заселения наш трёхместный номер взрослого сына (33 года),если прилетит 2-3 дня. ночью 17 июня сын прилетел, кинул рюкзак нам номер, спустился территории набережной пошёл ночевать знакомым- 1991-2002 гг. отдыхали детьми новом свете практически каждое лето, немало знакомых. утром 18 июня пошли ресепшн оформлять проживание сына дня, всё нормально, пока не дошло оплаты- сын должен оплатить обязательно полный пансион,т.к. заселяется номер, люди (я жена) полным пансионом. недоумение– причём номер, неужели никак по-другому оформить человека 3 дня? дело не деньгах, просто реально сыну питание вообще не нужно было- приехал пару дней побегать бухтам,скалам,горам, местными знакомыми окрестностям поездить. просьбы как-то разместить питания завтраком, категорически заявляли: нет! это невозможно! не понимаете, инструкция, программа, вообще всё сложно! . малейшего желания хотя попытаться решить вопрос. попросили переговорить кем-то руководства этому элементарному вопросу– 2019 г. аналогичную ситуацию оплатой питания директор решила минуту. ответ нам заявили, отдыхающими руководство не общается, пишите заявление, директор зам. рассмотрят, время. директор сидит служебной зоне, охранника встают защиту дверей, никаких просьб не слушают, твердят:все заняты, никого нет, вами никто разговаривать не будет, сказали ресепшен, т.д. общем, разговор пошёл повышенных тонах, охранников, якобы зам. безопасности, сказал:сидите-ждите, выйдет. сидим холле, ждём. минут 15 выходит заявляет: нарушили правила, провели постороннего территорию, вообще выселяем! вызвали охранную фирму нева, двое мужиков бронежилетах оружием начали прессовать, мешаем работать администрации, порядок нарушаем. вызвали полицию, выкинули наши вещи номера. самое возмутительное, представители администрации заявляли выселении из-за якобы систематических нарушений нами правил проживания. никаких документов, несмотря наши многочисленные просьбы, не представлено- самыми различными предлогами нам не показали не представили подтверждения нашего якобы нарушения (провели сына территорию, это настолько серьёзно, необходимо прямо выселять людей???), решения выселении, акта вскрытия номера сбора вещей. постоянно требовали подписания нами расписки сохранности наших вещей. всё время представители администрации масок. конце концов вызвали сотрудника полиции судака, присутствии которой заявили противоправных действиях администрации, составлен протокол. представители администрации давать пояснения отказались. сотрудникам гостиницы неоднократно обращались люди соседних номеров, присутствующие ресепшен: ведёте пожилыми людьми, нельзя, дело простейшее. ответ включался магнитофон : нарушили правила,мы выселяем! нарушители,мы выселяем. полным пониманием нам отнеслись туроператора алеана-турне , которого покупали путёвки, внимательно выслушали телефону, позвонили руководству гостиницы. позже выяснилось- руководство гк новый свет откровенно врало представило ситуацию, буянящие дебоширы, систематически нарушающие порядок. москве подробно объяснили руководству туроператора, происходило. долго не могли поверить, такая ситуация вообще возможна– приехал сын, официально оформляют проживание, прошёл территорию, это выселять, пусть возникла острая ситуация. туроператор рассмотрел нашу ситуацию оформил возврат денег неиспользованные дни- огромное человеческое спасибо помощь понимание! считаем необходимым обратить ваше внимание, работники руководство гк новый свет не умеют не хотят профессионально просто по-человечески разрулить элементарные ситуации. недопустимо вести людьми, которые приезжают 40 лет!- уму непостижимо, насколько нужно не хотеть разумного разрешения несложного вопроса. постепенно ремонтировать номера домики, обустраивать территорию, сделать более-менее современное питание т.п. не проявлять малейшего желания разрешить ситуацию,немного выходящую какие-то жёстко обозначенные рамки. возможно, всё написанное покажется неправдой, нашем возрасте положении не будем вести себя, нашкодивший школьник, которого застукали, ответ выдумывает всякие гадости. видео нашего общения администрацией, документы наших заявлений объяснений полицией. ", 16 июля 2021
474,2," не туда ездить! не ездите, люди, крым судак особенно. нечего делать. вообще. коротко: море холодное, северный ледовитый океан (я не шучу);обман везде повсюду. будут обдирать египте, круче. кидалово - это конек местных;цены просто пипец всё;в самом судаке смотреть делать вообще нечего поется жару крепость генуэзскую?));один открытый бассейн весь судак)))) пансионате звездный (за денюжки естественно));добираться симферополя долго нужно. особенно симферополь (про аэропорт отдельный отзыв писать. красив снаружи. внутри указателей нужных (даже туалет), ничего. не объявят, идёт идёт регистрация т.д. дремучие люди...)мне именно судаке не понравилось вообще. море куча несчастных северян ютится солнцепёке, рядом пустующими лежаками. всё время адские крики уши банан прочее. хотелось убить этих людей матюкальником.очень влажный жаркий воздух, это невыносимо! ещё, тамошние чайки орут наши десять зоопарков вместе взятые! это адище вечерам этими душераздирающим криками! такое впечатление, улице какие звери воем лаем жрут антилопу...единственное, понравилось, - поездка гурзуф ялту прогулка конях. судак ногой!!!!!!!!! хуже русского юга нет!!!! ", 01 июля 2021
475,9," знакомство бахчисараем знакомство бахчисараем завершала парке миниатюр. интересно посетить парк, раньше посетила похожие парки париже брюсселе.мне парк крым миниатюре ладони понравился. он, кажется, меньше размеру, франция миниатюре европа миниатюре , очень интересен представленными осмотра достопримечательностями. не сможете объехать весь крым раз, час-два сможете посетить ялту алушту, симферополь севастополь, евпаторию керчь, осмотреть большинство памятных мест зданий полуострова составить план будущих путешествий. достопримечательностях краткая информация. эта часть парка, думаю, особенно интересна взрослым.дети не будут скучать, встречают 240 красочных персонажей любимых мультфильмов, зарубежных отечественных. взрослым приятно встретиться героями своего детства. фигуры сделаны человеческий рост. интересно фотографировать, ними интересно фотографироваться. вообще, находясь парке, сделала сотни фотографий.в третьей зоне, ненадолго заглянула, расположился небольшой зоопарк. возможность покормит животных, корм нужно купить месте. дети могут погладить животных специально отведенном вольере, называемом детском зоопарке . туда зайти.в парке миниатюр немало развлечений детей, также скамейки отдыха, кафе, лотки мороженым.но нужно возвращаться симферополь. время стремительно приближалось 19 часам. автобусе рассчитывала доехать автобусной станции, откуда ходит общественный транспорт различные города крыма. предварительно узнала расписание. последний автобус значился 19.18. автовокзале 19, сообщили, последний автобус ушел. другого транспорта не будет. таких момент оказалось четверо. возможно, кто-то подошел позже. нужно расписание? вдвоем парнем поехали такси. водитель запросил 700 рублей, каждого получилось 350. кстати, утром спросила гостинице, сколько возьмет таксист бахчисарая. запросили 1700, поехала примерно 70 рублей общественном транспорте.так завершился второй день крыму. побывала древнем бахчисарае знаменитым ханским дворцом,свято-успенским монастырем, находящемся скале, пещерным городом чуфут-кале, старинным зынджирлы-медресе, получившем название из-за висящей входной дверью цепи, благодаря которой каждый входящий медресе вынужден склонять голову. достопримечательности произвели большое впечатление. ", 13 мая 2021
476,10," симферополь. весна. прогулка местным жителем. первой ночевки гостинице отправляюсь знакомство городом. это путешествие повезло: сопровождает михаил, местный житель, которым давно общаемся одном туристических сайтов. прогулка михаилом помогла получить первое представление городе ориентироваться дальнейшем особых проблем.начинаем сквера имени александра васильевича суворова, который разбит берегу реки салгир. а.в. суворов - основоположников русского военного искусства, победами гордимся наши дни. продолжаем прогулку вдоль берега самой длинной реки крыма - салгир. член российской академии наук анатолий михайлович демидов путешествовал крыму, это 1837 году, заметил, вода реке салгир отличается кристальной чистотой. воду реки брали ведрами возили бочками дома. не думаю, сегодня вода пригодна питья. некоторых местах река похожа болотце, лягушки дают замечательный концерт.по нашему маршруту встречается памятников бюстов. например, памятник актеру театра кино, барду владимиру высоцкому. невысокой колонне прочитать отрывки стихов поэта, который остается популярным наши дни. высоцкий бывал крыму неоднократно. снялся нескольких фильмах, съемки которых проходили крыму, числе служили товарища . сквер рядом памятником носит имя владимира семёновича высоцкого.а михаилом продолжаем прогулку мимо памятников героям социалистического труда. установлен кириченко николаю карповичу, участнику великой отечественной войны, принимавшему участие боях сталинграде, втором третьем украинских фронтах. фронте тяжело ранен. мирное время внес большой вклад развитие крыма.рядом бюст лутака и. к. иван кондратьевич воевал центральном, белорусском, первом украинском фронтах. тяжелое ранение получил марте 1944 года. имеет звание почетный крымчанин значительный вклад развитие полуострова. имени жители вспоминают расцвете сельского хозяйства промышленности крыма. лутак и. к. многое сделал развития оросительной системы крыма.на нашем пути симферопольское музыкальное училище имени чайковского памятником известному композитору. музыканты готовятся выступлению свежем воздухе. погода благоволит: тепло солнечно. фонтаны, беседки, городские скульптуры современные инсталляции привлекают внимание посетителей.величественный памятник екатерине ii не не привлечь внимания. считается, город назван симферополем велению императрицы, переводе греческого означает город пользы . екатерина ii стоит постаменте, представляющем екатериненскую милю. такие дорожные знаки установлены 1787 году всему пути следования императрицы петербурга севастополь.город цветет, радует местных жителей гостей, которым относятся очень уважительно.особенно цветущих деревьев около памятника исмаилу гаспринскому, общественному деятелю, просветителю, писателю, издателю редактору газеты терджиман , переводчик - старейшей мусульманской газеты мире. гаспринский получил образование не россии, франции - сорбонне, посетил множество стран, крыму вел большую просветительскую деятельность.а мы, непринужденно беседуя михаилом, подходим ботаническому саду крымского федерального университета. отдельный рассказ. ", 07 мая 2021
477,9," отель украина решила получше познакомится симферополем, отель нужен центре. подбирала списка гостиниц, участвующих программе лояльности оплате карте мир. остановилась гостинице украина. оплатила 4 ночи (возврат осуществляется бронирования двух ночей) пять дней получила карту 20% стоимости. остановки общественного транспорта находятся шаговой доступности гостиницы. дорогу находится величественный собор александра невского. одноместный номер выходил окнами сквер суворова памятником знаменитому полководцу. именно там, установлен памятник военачальнику, располагался 1777 году, разгар русско-турецкой войны, укрепленный лагерь александра васильевича суворова. номере необходимое проживания, включая телевизор холодильник. оборудование ванной комнате исправное, горячая вода поступает сразу. восхищает внутреннее убранство отеля. ощущаешь дворце музее. коридорах картины, полу ковровые дорожки, красивые люстры потолках. персонал масках, приветливы, доброжелательны. сотрудники здороваются, неважно, это - администратор, официант горничная. смена полотенец, уборка обеззараживание проводятся регулярно, термометрия. брала проживание завтраком. шведский стол разнообразный: подходящее меню подберёт любитель плотно покрепиться, приверженец диетического питания. пасху гостям предложен кулич. холлах кулеры питьевой водой: горячей холодной. проживание гостинице украина понравилось. ", 06 мая 2021
478,8," перелет симферополь. первые впечатления. просидеть большие выходные дома – худший вариант. это точно не меня. подобрала билеты самолет, выбрала крым. бывала раза, очень давно. прошло 30 лет. моим девизом это путешествие стал лозунг мир. крым. май . покупала билеты самолет, не знала, выходные окажутся такими длительными, запланировала 4 дня отдыха. распорядиться этими днями умом. решила, остановлюсь симферополе. перелет москвы длится немногим двух часов. огромный самолет 10 креслами ряду заполнен полностью. пролет прошел целом (летела аэрофлотом), экран моим креслом не работал, воспользоваться услугами развлечению время полета не смогла. аэропорт симферополя просторный, красивый. чисто, аккуратно. вышла одна существенная проблема: багаж ждали 40 минут. это, конечно, значительно снижает положительный эффект перелета. выходе пассажиров сразу атакуют таксисты. предложений множество. мою поездку центр симферополя оценили 1000 рублей. не согласилась, постепенно цена снизилась 600 рублей. сумме договорились. ехать рейсовым автобусом. это значительно дешевле, требуется пересадка. чемоданом тяжело. забегу вперед. вызывала такси обратном пути, цена оказалась 700 рублей. ", 05 мая 2021
479,2," настоящий театр начинается кассы 24 марта 2021 года покупала билеты кассе ялтинского театра концерты олега митяева ирины муравьевой. очень люблю театр богатой историей прекрасной архитектурой. часто бываю здесь. театр встретил прямо кассы очень неприветливо. кассир нехотя враждебно общалась. попросила билеты второй ряд. принтер долго печатал билеты. пока печатал, трудом увидела (мелкий шрифт), второй ряд театре не второй, четвертый, первые ряды – это 1а 2а. идет первый второй ряд. попросила не печатать билеты, оформить 2а ряд, поскольку хотела сидеть ближе артистам. кассирша категорически отказывалась это делать, стала кричать, хамить, угрожала вызвать охранника. настойчива. невзирая угрозы, настояла, билеты переоформлены. не понимаю, моей просьбе такого ужасного почему довести ситуацию абсурда. храм культуры превратился храм хамства. пожалуйста, не делать, это лишает веры культуру искусство. ", 25 марта 2021
