,mark,review_text,date
710,10,"
Прекрасный уголок Лет 5 назад, я начитавшись других отзывов о Крыме оставила полный горечи свой отзыв. Мне было жаль, что все разрушается, что берег с моря напоминает факелы, что за пляжами никто не следит. Первый раз за многие годы я увидела реальные перемены. У санатория появился владелец. За парком ухаживают, полив, урны- каждые 20 м, мусор Ежедневно вывозят. Заработали ресторанчики на набережной. Набережную ремонтируют ( провала с мертвыми дельфинами больше нет, для тех, кто в теме). Пляжи санатория-пока это два первых -лечебных -вход по карте гостя-оборудовали шезлонгами, деревянными настилами, тентами. На другие пляжи насыпали гальки, как в моем детстве. По ценам-экономить-это не сюда. Но, надо сказать, никогда Форос не был дешевым. Развлечений тоже не густо-только прогулка в парке. Предложений экскурсий очень много. Семей с детьми также очень много. Этот год урожайнее на туриста. Вообще, после суеты большого города, семья выспалась, накупалась, отдохнула, объединилась. Что ещё надо?! Форос самое место для тихого отдыха. Для машины место парковки в сезон надо поискать. Всем удачи!
      
", 27 июля 2016
711,8,"
Отель Жемчужина Поповка Здравствуйте. Отдыхали семьёй в Жемчужине в июле 2016.1. Номер. Двухместный и трёхместный отличается только наличием одной кровати, размеры комнат одинаковы. В трехместном в проходе вообще не разойтись.2. Обслуживание. Постельное белье меняют раз в неделю, полы не моют. 3. Питание. Питание, как в столовой, выбора нет. Мы один раз сходили и отказались. По дороге на пляж есть неплохая столовая и чебуречная, где можно вкусно покушать за такую же цену и выбрать то, что хочется.4. Отель. Преимущество виллы, её территория, ухоженная , зелёная, 6 беседок, 2 мангала и небольшая детская площадка. Из всего выше сказанного, можно сделать вывод, что жить можно, особенно если ваша цель, бюджетно отдохнуть, хороший пляж, чистое море. Однако, я туда больше не поеду: ""хозяин"" виллы, относится к своим постояльцам, как обязанным ему людям, легко вступает в конфликт и угрожает выселением. Деток ругают за то, что наступают на газон, трогают розы. Свет на территории выключается, как я поняла, в зависимости от настроения ""хозяина"", иногда в 23, иногда 22, а бывало и в 21 с копейками, несмотря на бегающих ещё детей. Надеюсь, мой отзыв будет кому-то полезен.
      
", 25 июля 2016
712,3,"
Первый отдых в Крыму Прилетела я в конце июня в Симферополь и сразу поразило хамство, сперва я подумала ,что это моё чувствительное восприятие. Но спустя месяц отдыха и общения с людьми, поняла , что не показалось . Вообще хамство - это отдельная тема, все время нахождения на полуострове пыталась найти этому объяснение. Остановилась у знакомых, которые не так давно переехали из Петербурга и обзавелись недвижимостью в пригороде Севастополя. В связи с этим отдых оказался значительно дешевле, однако их агрессивный патриотизм часто смущал. Сервиса как такового нет,и могу сказать точно ,что в Севастополе большинство туристов не любят, приходилось прикидываться своей. Цены взяты с потолка, и лучше не спрашивайте почему так дорого , получите говна в ответ, особенно на рынке 5 километра . Пляжи дикие, почти не оборудованы. Другое дело на южном побережье Крыма, там совсем другая обстановка, однако в этом году даже туда туристы почти не едут , очень мало по сравнению с прошлым годом ( по словам местных , которые сдают жильё), и это не удивительно деньги бешенные ,а отдыха как такового нет. Здесь понравится туристам любящим активный отдых, потому что придётся лезть по горам и вообще много ходить, поэтому советую брать машину на прокат , без неё здесь очень трудно. Что касается экскурсий, дерут бабки только так. Но это того стоит, хотя знаете , пройти через мост на Ай Петри за 500 рублей , это перебор. Ну и в конце , обязательно продумайте ваш отдых в Крыму, чтобы вы были во всеоружии , а вообще лучше выбрать более комфортабельный отдых, даже к примеру в Сочи.
      
", 16 июля 2016
713,8,"
      Исходя из тонкостей местной географии, наилучшим вариантом является поселение в поселке Счастливцево, т.к. находится поселок близко и к морю, и к Сивашу и к источникам, в отличии от Стрелкового (самый дальний поселок, считается, что там самое чистое море, однако достойный рынок есть только в Геническе - около 30 км пути в одну сторону. Более того, Счастливцево отличается самыми низкими ценами (в сравнении со Стрелковым и Генгоркой).Останавливались в первом дворе по правую сторону от дороги за недостроенной больницей. Хозяйка - Тётя Соня. Цены наиболее демократичны, условия средние. Останавливаться глубже в поселке теряет смысл, тяжелее добраться до пляжа, а у моря цены дороже и комары злее. К Сивашу ведет несколько дорог. В том числе, одна была под воротами нашего двора. Однако, к более пригодному пляжу ведет дорога, которую местные называют ""бетонка"". Если Вы желаете оздоровиться, то есть смысл проехать к более окультуренному месту - карьер у Сиваша, который превратился в Соленое озеро. Оно оборудовано душевыми кабинками и ухаживает, но вьезд платный (3 гривны за машину), рядом есть йодо-бромный источник. Вьезд платный с 2016го, цена аналогична. Посещаем его ежегодно, ведь на его фоне у ребёнка прошла астма и наш случай далеко не единичный.  Там же находится рынок. Между озером и поселком есть Зоопарк, но мы его не посещали. Цены в поселке от 50 гривен за человека до 3-4 сотен за номер. Цены на продукты ниже в Геническе, там и больше ассортимент, однако в поселке есть свой рынок и центральный пляж, где существует аренда квадроциклов и автодром для них. По всему пляжу предлагают покатать на ""шайбах"", ""бананах"", парашютах, полно чебуречных, выезжает машина с тандырной самсой. Местные кафе богаты татарской пищей (это тоже достойно отдельной темы). Ночью проходят дискотеки на пляже. Периодически показывают кино, однако нет большого экрана и свежего проката. Для семейного отдыха с детьми важно отметить, что в поселке есть пасечник, который продает мед, а так же дворы, где держат коров и коз. Молоко реализуется (стоимость коровьего 10-15 гривен за литру, козьего - вдвое больше). Дороги грунтовые, кроме центральной улицы - трасса, выложена бетонными плитами (по легенде, когда-то они были взлетно-посадочной полосой военного аэродрома).Важно при себе иметь: большой запас средств от москитов, средства от солнечных ожогов, три комплекта полотенец (море, душ, соленое озеро + источник). Заранее следует проконсультироваться с врачом об необходимости купания в последнем и длительности (температура воды на выходе более 80 градусов, так что сердечникам не советуется). Местный климат характеризуется длительной непогодой. Как правило, в июле-в августе бывает непогода 1,5 недели, купание в это время опасное.
      
", 15 июля 2016
714,2,"
Евпатория Прометей плюс ВВ Стоимость проживания немного завышена по сравнению с аналогичными пансионатами. Играют в турецкий отдых и алл-инклюзив. Не рекомендую отдыхать с детьми (см. пример ниже). Портит все менеджмент комплекса. Если хамство менеджемента в отношении персонала еще допустимо, то в отношении клиентов - нет. Они этого не понимают и с завидной периодичностью допускают. Типичная позиция менеджемента: ""Если эти козлы в следующий раз не будут с нами связываться, то всегда найдутся другие дураки, которые придут на их место"". Еще один типичный пример. Хозяйский дом (около внешнего забора) охраняется немецкими овчарками, которые находятся на цепи. Днем эти овчарки снимаются с цепи и отправляются в сопровождении подростков через весь лагерь для купания на пляже пансионата. То что на территории много маленьких детей, которые отдыхают вместе с родителями, а собаки сторожевые и ведутся без намордников и поводков  их не колышет. Пляж очень маленький и узкий (почти весь песок смыло в море), но, по их мнению, самое то, чтобы купать там собак рядом с отдыхающими из их же пансионата.
      
", 13 июля 2016
715,3,"
Ожидала большего Путешествие на гору запланировали с мужем заранее. Специально из Севастополя поехали на 1 день в Ялту. Вот тут уже и началось: водитель 102 рейсового автобуса в Ялте,  понятно, никуда не торопился, только мин 15 собирал со всех деньги. Затем мы всем автобусом ехали на различные достопримечательности, бесконечно спрашивая друг у друга, когда будет наша остановка. Обьявлять остановки в Крыму вообще не принято (ничего, что куча гостей , видимо, это новая форма организовать быстрое знакомство с местными и между собой). Вышли у канатки. Ам ушлые ребята сразу предложили поехать на гору на микроавтобусе, с так называемой экскурсией, а обратно спуститься на фуникулере. Хорошо, что мы согласились. Экскурсия, конечно, ерунда. Достопримечательности на горе никакие, зато платные (типа водопада: чтобы посмотреть на него надо выложить по 60 руб на чел), но воздух, виды с горы и общение по дороге с водителем оставляет очень приятное впечатление. Что никак нельзя сказать про канатку. Толпа народу. По 50 чел загоняют в вагончик. Грязные окна и никаких эмоций. Чисто трамвай на работу. Платить за это 350 руб на чел просто грабеж! Полное разочарование!!!!!
      
", 11 июля 2016
716,1,"
Алуштинский дельфинарий ""Немо"" Уважаемые тренеры Мария и Яна, вас приветствует Варвара из Москвы. Пишу обещанный отзыв от незабываемого посещения вашего дельфинария в июне 2016г!!! Наша семья из 4-х человек ( 3 взрослых и 1 ребёнок) мечтали поплавать с дельфинами, но реализовать эту мечту в алуштинском дельфинарии ""Немо"" нам не удалось. Главный тренер, Мария Митрова, отказалась купать мою внучку, Лауру, вместе с родителями, хотя в вольере проходило купание с несколькими дельфинами одновременно...Мной было куплено 4 билета: ""Купание с дельфинами по 10 минут"". Предполагалось сначала пообщаться с дельфинами ребёнку вместе с одним из родителей, потом с другим...О чём я и попросила Митрову Марию, но она устроила так, что в бассейне с дельфинами оказались только родители, а ребёнок плакал на арене!!! Я была просто потрясена таким бесчувственным отношением к девочке!!! Уважаемый учредитель, объясните главному тренеру, что так относиться к клиентам нельзя!!! Заплатив только за купание 24000 руб., мы покинули дельфинарий не просто расстроенными, а с большой душевной болью. Спасибо тренеру Яне, она хоть как-то попыталась сгладить ситуацию, позанимавшись с девочкой...Вот так мы ""реализовали"" свою мечту!!!
      
", 11 июля 2016
717,8,"
Перемена настроений Начну с того,что приехали с ребенком сюда в первый раз,по единому билету..В первый день меня просто ""убила"" окружающая обстановка..кругом бардак,неухоженность и разруха,особенно яркие впечатления после Краснодарского края. Очень долго добирались по жаре,в неудобном автобусе.хорошо, что жилье было снято заранее,по интернету(все по честному,как на фото,приятные хозяева)я просто села в номере и начала плакать в прямом смысле.Я полгода планировала поездку,откладывала деньги так ждала и вот.. Утро добавило оптимизма,конечно... вот оно,морюшко...)Вне всяких похвал,конечно..море супер)Надо сказать,что цены на сувенирку,надувку,пляжные дела тут адекватные.Сравниваю с Кабардинкой два года назад.Цены на продукты чуть подороже,чем в моем родном городе.Овощи фрукты конечно здец,простите.Черешня по 300 это уже ни в какие ворота.В Самарской области персиками и не пахнет даже,а стоят они у нас чуть ли не в два раза дешевле.Красота Крыма,конечно,не обсуждается,хочется быть и видеть одновременно везде..посетила экскурсию,но осталась не довольна ни организацией ни экскурсоводом.Все скрасило немного то,что увидела и наснимала.Мало мусорок на улице.Пляжи разделены на принадлежащие к отелям,приходится ходить и искать где лечьМало банкоматов и мало кафе и магазинов,гдп можно расплатится картой.Ходят назойливые аниматоры в костюмах героев и просят денег за фото с ними(!)Ну что могу сказать?Я приеду еще.Только потому что хочу сама все видеть и смотреть.По мне так положительного больше чем отрицательного.
      
", 08 июля 2016
718,8,"
Перемена настроений Начну с того,что приехали с ребенком сюда в первый раз,по единому билету..В первый день меня просто ""убила"" окружающая обстановка..кругом бардак,неухоженность и разруха,особенно яркие впечатления после Краснодарского края. Очень долго добирались по жаре,в неудобном автобусе.хорошо, что жилье было снято заранее,по интернету(все по честному,как на фото,приятные хозяева)я просто села в номере и начала плакать в прямом смысле.Я полгода планировала поездку,откладывала деньги так ждала и вот.. Утро добавило оптимизма,конечно... вот оно,морюшко...)Вне всяких похвал,конечно..море супер)Надо сказать,что цены на сувенирку,надувку,пляжные дела тут адекватные.Сравниваю с Кабардинкой два года назад.Цены на продукты чуть подороже,чем в моем родном городе.Овощи фрукты конечно здец,простите.Черешня по 300 это уже ни в какие ворота.В Самарской области персиками и не пахнет даже,а стоят они у нас чуть ли не в два раза дешевле.Красота Крыма,конечно,не обсуждается,хочется быть и видеть одновременно везде..посетила экскурсию,но осталась не довольна ни организацией ни экскурсоводом.Все скрасило немного то,что увидела и наснимала.Мало мусорок на улице.Пляжи разделены на принадлежащие к отелям,приходится ходить и искать где лечьМало банкоматов и мало кафе и магазинов,гдп можно расплатится картой.Ходят назойливые аниматоры в костюмах героев и просят денег за фото с ними(!)Ну что могу сказать?Я приеду еще.Только потому что хочу сама все видеть и смотреть.По мне так положительного больше чем отрицательного.
      
", 08 июля 2016
719,10,"
О Крыме 2016г. конец июня - нач. июля 2016 Набор такой: авиа Москва-Симфер., далее авто прокатное, Симеиз (место базирования). В Крыму впервые (до этого пляжно-морской опыт заграницей Таиланд, Индонезия, Франция, у себя: Кавказское побережье Черного моря, Балтика Калининград. область). Выводы: Симеиз очень живописное место, спокойное, лесное. останавливался в апартаментах в частном секторе - прекрасно, виды обалденные, хозяева хоть и полуукраинцы, но вполне адекватные, все есть из удобств. Цены на еду и питье меня вполне устраивали, но для бюджетной категории отдыхающих наверное немного высоковато, особенно для тех кто уже привык ранее ездить сюда (при Украине). Надо отметить, что любой прогресс, развитие порядка и хоть какой то системы требует издержек. При Украине, Крым был полузаброшен и пущен на самотек, ценилась только покупка земли в частную собственность. Сейчас же по мнению местных делаются попытки хоть как-то навести порядок внедрить систему, конечно отдельным это не нравится они тихо недовольны возможны, но надо понимать четко что ВСЕ СТРАНЫ в своей истории проходили непростые этапы становления системы.  Пока что в Крыму я заметил такое странное смешение Союза и самостийных рыночных отношений....   Но природа, море - их сочетание ПЕРЕКРЫВАЮТ ВСЕ !  Советую всем, тем кто не был в Крыму - это стоит того. Люди здесь приятные, в большинстве благожелательные, несмотря на повсеместные попытки ""урвать"" что по мелочи (типа парковок, мелких обсчетов в магазинах и т.д.), но это все постукраинская симптоматика думаю, которая пройдет в результате политики ""кнута и пряника"", что абсолютно нормально для западных образцов обществ.
      
", 01 июля 2016
720,8,"
Смешанное чувство Посещение горы Ай-Петри, безусловно, стоит включить в программу посещения Большой Ялты. Подобно прекраснейшим просторам Балаклавской бухты, вид, открывающийся с вершины Святого Петра стоит того, чтобы преодолевать несусветную жару и другие летние ""прелести"". К тому же это прекрасный способ охладиться. Однако, впечатления, дарованные природными красотами, очень портят местные зазывалы. Конечно, можно сказать, что колорит местности сам собой располагает к активности представителей сферы услуг. Однако, как-то уж очень нетактично и нарочито эти услуги предлагаются. Одно дело - предложить, и совсем другое - преследовать, неотступно сопровождать во всех направлениях и не давать продыху. Найти пропитание, приобрести сувениры и добраться до нужного населённого пункта хотелось бы в более спокойной атомосфере. А так - дикий капитализм в самой концентрированной форме. Причем другие достопримечательности такого осадка не оставили. Тем более печально констатировать это, учитывая значимость Ай-Петри для окрестностей Ялты и всего южного Крыма.Из рекомендаций: добираться до вершины  и спускаться - разными способами, игнорировать чересчур активных продавцов, совместить подъем на гору с посещением Воронцовского дворца и прекраснейшего парка, расположенных на одну остановку дальше канатной дороги. Стоимость подъёмника - 350 рублей, поездка на маршрутном автобусе (частные перевозчики) такая же. Зато вас доведут до места назначения, а не до трассы.
      
", 21 июня 2016
721,10,"
Крымские каникулы! Ливадийский дворец - жемчужина Южного берега Крыма. Здравствуйте! Этим летом решили провести семейный отпуск на побережье Крыма, в самом сердце полуострова - в солнечной Ялте. Поездку планировали достаточно давно, ехали не только за морем, солнцем и природой, но и за массой ярких впечатлений, касающихся истории этого уголка, посетили очень много достопримечательностей, от Ласточкиного гнезда до Ай-Петри, причём каждую поездку организовывали самостоятельно. Отдельно хочется рассказать о дворцовых комплексах Большой Ялты, были и в Массандровском Дворце, и в Воронцовском, но, пожалуй, самое яркое впечатление оставил Ливадийский дворцово-парковый музей-заповедник.Как добраться?Первое, с чего стоит начать мой рассказ – это небольшой, но очень важный совет, касающийся абсолютно всех путешествий по Крыму, - не стоит покупать экскурсии в туристических агентствах и экскурсионных бюро. Стоимость любой прогулки начинается с 1000 рублей с человека, самостоятельное путешествие будет выгодней и интересней. Почти до каждой достопримечательности можно добраться на автобусе, который отходит или из центра города или с автовокзала, стоимость проезда составляет всего 12 рублей.Итак, добраться до Ливадийского дворца вы можете на общественном транспорте от любой городской остановки по маршруту № 11. Вам необходимо доехать до конечной остановки ""Ливадия"", а затем, следуя указателям, расположенным прямо при выходе из автобуса, пройти буквально 300 метров через парк к восточным воротам дворца. Вся дорога займёт 15-20 минут, что совершенно не утомительно – отличный вариант для поездки с детьми.Что посмотреть?Ливадийский дворец окружён невероятно красивым парком и террасами, спускающимися к морю, сюда можно приезжать только даже за тем, чтобы просто совершить прогулку по красивейшему месту с богатой историей, ощутить его атмосферу и почувствовать дух того времени, когда по розовым садам, будучи на отдыхе, неспешно гуляли члены императорской семьи. Если же вы хотите обогатиться не только духовно, но и больше узнать об истории этого места и его владельцах, а также о подробностях Ялтинской конференции 1945 года, которая проходила именно здесь, то вам необходимо будет купить входной билет, стоимость которого составляет 350 рублей (взрослый) и 100 рублей (детский), кроме того, билет также будет необходим, чтобы попасть внутрь дворца, и так обстоят дела не только в Ливадии, но и в других дворцовых комплексах, находящихся вблизи Ялты. Но конкретно в данном случае билет всё-таки стоит купить, чтобы посмотреть внутреннее убранство дворца, отдельного внимания заслуживают итальянский дворик и детали интерьера, здорово всё-таки посмотреть в зеркало, в которое заглядывала императрица Александра Фёдоровна. Смело можно назвать Ливадийский дворец жемчужиной Южного берега Крыма. Белокаменный комплекс, любимое место отдыха последнего русского царя и его семьи, производит неизгладимое впечатление. Ливадия вдохновляла и вдохновляет по сей день поэтов, художников, прозаиков на создание своих шедевров, с которыми также можно ознакомиться на экскурсии внутри дворца.Наше впечатление.Нам показалось, что в Ливадийский дворец нужно приезжать, чтобы просто отдыхать от постоянной суеты современного ритма жизни и наслаждаться красотой этого комплекса. Экскурс в историю никогда не бывает лишним, но это уже личное дело каждого. А вообще, Крым оказал неожиданно приятное впечатление, обязательно приедем сюда снова, хорошо, что на полуострове масса красивейших и интереснейших мест, которые ещё можно посетить. Путешествуйте и получайте удовольствие, открывая красоту окружающего нас мира!
      
", 17 июня 2016
722,8,"
Низкие цены в Крыму остались в прошлом В этом году полетели в Крым, чтобы сходить в поход по пещерным городам. Зелень, горы, старинные крепости, рукотворные ниши в скалах, пещерные монастыри - всё это прелесть, поход был незабываемым! Но хочу написать о ценах:ДОРОГА:авиабилет в один конец из Питера нам обошелся в 6.500 рублей на одного. Проезд на поезде по единому билету стоит 4.500 рублей. Проезд в Симферополе стоит 13 рублей. ЕДА:Молодая картошка стоит где-то 60 рублей за кг, морковка 60 рублей, огурцы 40 рублей, помидоры 150 рублей, буханка черного хлеба стоит 20 рублей, литр молока 45 рублей. Самая дешевая бутылка пива 0,5 стоит 45 рублей.Такие цены в поселке на востоке Крыма, следовательно в Ялте либо в Севастополе цены будут выше.ПРОЖИВАНИЕ:Ночь в бюджетном хостеле Симферополя обойдется в 350-500 рублей на одного человека (350 рублей стоит койка в 8-местной комнате, 500 рублей стоит койка в 4-местной комнате).После похода мы немного пожили в поселке Соколиное (возле Большого каньона). Жили в более чем скромной двухместной комнате.  Все удобства были на улице. Сутки проживания стоили 600 рублей за двоих. ИТОГ: Двухнедельный отпуск в режиме ""эконом"" обошелся нам в 60.000 рублей на двоих вместе с дорогой. А ведь в 2014 году мы целый месяц отдыхали на 40.000 рублей. В Крыму с каждым годом становится всё дороже - это факт. Но здесь всё также красиво, люди нам попадаются в основном очень отзывчивые и душевные.
      
", 15 июня 2016
723,10,"
В Крым через 30 лет! Была в Крыму еще в детстве, в советские времена. И вот решила посмотреть, что там изменилось. Или, может, это я просто выросла и по-другому все воспринимается. Тогда в детстве ездили семьей, и гидом для нас был папа, который много всего рассказывал о местных достопримечательностях и, собственно, знал, куда нас водить. Кое что мне запомнилось, например, Панорама ""Оборона Севастополя"", Херсонес (там даже спектакль смотрели), Бахчисарай, набережная в Севастополе, Ялта. Снова посетила все эти места.Ехала без группы, как говорят ""дикарем"", но ничуть не пожалела. Взяла с собой путеводитель и, собственно, по нему и ходила. Пригодились подсказки, где подешевле поесть во время прогулок, когда и куда лучше съездить и как туда добраться. Так что платными экскурсиями и не пользовалась. В детстве меня практические вопросы и не касались, обо всем думали родители. А в этом путешествии уже вся ответственность была на мне. Поэтому остались впечатления не только о достопримечательностях, но и разного рода бытовых моментах. Конечно, цены не из дешевых, но, если понимать, что все вокруг ориентировано на туристов, то это не удивительно. Если что-то нужно было купить, старалась делать это подальше от известных и популярных мест. В целом путешествие понравилось. Только вывод такой: поездки в детстве оставляют более яркий и светлый след. Почаще нужно брать своих детей в путешествия по миру!
      
", 13 июня 2016
724,10,"
Самые лучшие воспоминания о Крыме Были в Крыму в июне 2015 года. Из Сибири машиной двое взрослых и двое детей - 10 и 13 лет. Хочу сказать тем, кто очень много говорит о сервисе, мы ехали не затем, чтобы нам прислуживали, руки целовали и благодарили за то, что мы приехали отдыхать к ним. Мы ехали за впечатлениями, хорошим времяпровождением своей семьей. Первой остановкой нашей было село Курортное на азовском море. Вот там от цен на жилье мы были в шоке. Во первых все номера в которых есть телевизор сдают только с питанием, это выходило порядка 4500.  рублей на семью, во вторых там нет асфальта и одна улица))), но это было мое упущение, когда планировала отпуск, упустила этот момент. Остановились в однокомнатном номере (туалет, раковина, кровати, тумбочка, душ на улице, кухня общая) за 350 рублей с взрослого и 250 с ребенка в сутки. Зато пляж сразу за калиткой, открываешь и морееее....... Были там 2 дня. Первый день купались на своем пляже за калиткой, а на второй поехали на Генеральские пляжи. Где-то километр, может больше от села и начинаются уединенные пляжи. Я до сих пор вспоминаю, как же там было хорошо. Выбрали себе пляж, остановились и все. Вокруг ни души, только море, песочек и солнышко. Затем  мы поехали в Судак. В Судаке снимали 2-комнатный номер (телевизор, вайфай, душ, туалет, кухня, холодильник и т.д.) за 1500 рублей. До моря 3 минуты мимо кафе, в котором питались. Цены на еду дороже, чем на материке. Но кушаем мы целый год, а нам хотелось впечатлений. Посетили Генуезскую крепость, виды на море восхитительные. Съездили в Новый Свет. Изумительно прозрачная вода, рыбки плавают под ногами. Прошлись по тропе Голицына. Я не умею свой восторг выражать словами, поэтому прикреплю фотографии. Затем нашей остановкой стала Алушта - дом под ключ (прихожая, кухня, две комнаты, полноценная ванна, стиральная машинка, утюг, в каждой комнате телевизор плазма, микроволновка, интернет, минуты 3-4 до моря) стоил нам 2000 рублей в сутки. Но тут нам не очень повезло с погодой, поэтому мы ездили в Ялту на ""Головоломку"" (мульт), погуляли по Ливадийскому дворцу, вернее парку, ездили в Мраморную пещеру. В общем мы всей семьей в восторге от Крыма, теперь только туда. Ездили раньше в отпуск - Геленджик, Кабардинка, Новомихайловск, Голубицкая, Кучугуры, Новороссийск.
      
", 07 июня 2016
